ArticleId,SiteId,Date,Quantity,Price,CostPrice
172551,5,24/08/2018,7,90.5,82.14
174022,5,14/07/2019,5,239,201.02
172551,8,26/08/2018,8,90.5,81.47
165954,4,27/03/2019,17,8.7,5.87
170069,7,20/05/2019,1,59.9,83.94
165954,6,16/11/2018,8,8.7,5.86
170936,5,18/03/2019,5,39,30.13
165811,7,15/12/2018,3,21.9,15.74
169281,5,1/05/2019,2,21.9,15.56
165811,8,28/06/2019,2,21.9,15.83
167108,5,7/02/2019,-2,27.9,18.56
167108,5,8/09/2018,6,24.9,22.14
174022,4,26/10/2018,20,229,189.83
165811,6,7/06/2019,33,21.9,15.83
174022,4,5/06/2019,1,239,200.53
172551,6,18/09/2018,4,98.9,81.84
199219,6,25/07/2019,37,89,78.75
167108,6,8/07/2018,1,30.3,19.35
165954,6,20/10/2018,2,8.7,5.87
165811,4,21/03/2019,4,21.9,15.75
200838,8,9/07/2019,7,95,85.75
171979,4,28/08/2018,1,42.6,26.88
169281,9,3/11/2018,1,23,15.73
172551,4,3/11/2018,1,98.9,84.69
174022,4,31/07/2018,6,239,190
172551,7,31/12/2018,12,90.5,82.87
165811,4,19/07/2018,13,20.9,15.6
167108,4,28/06/2019,14,26.9,18.58
167108,4,5/07/2019,4,26.9,18.58
172551,8,19/04/2019,3,93.5,79.21
165811,4,21/11/2018,4,21.9,15.44
172551,7,15/05/2019,13,93.5,153.84
176139,7,20/02/2019,4,197,142
170295,4,14/09/2018,6,29.9,18.9
170936,4,6/07/2018,5,39,30.05
170936,8,31/07/2019,10,39,32.46
171979,5,17/04/2019,3,50.4,28.95
167108,8,30/04/2019,3,26.9,18.62
194516,6,6/11/2018,1,45.6,27.19
200838,5,31/07/2018,8,104,85.01
174022,7,27/01/2019,1,249,191.7
167108,7,25/08/2018,1,34.9,18.52
172671,5,24/07/2019,1,19.9,11.06
170295,6,4/11/2018,14,24.5,16.08
172551,5,17/10/2018,20,90.5,82.42
176139,4,18/09/2018,1,214,152.66
174022,6,2/02/2019,-2,259,191.07
200838,4,4/12/2018,4,95,85.69
172551,5,29/06/2019,2,86.7,79.45
165811,4,10/06/2019,6,21.9,15.83
200838,6,9/05/2019,26,95,84.7
170936,4,17/12/2018,8,39,30.08
167108,4,16/12/2018,15,27.9,18.68
171979,4,1/10/2018,3,42.6,28.08
172551,7,14/05/2019,30,90.5,153.84
165954,7,27/08/2018,1,10.5,7.06
174022,8,4/05/2019,2,239,192.61
170069,4,27/12/2018,1,59.9,44.28
172551,7,30/06/2019,11,86.7,80.1
172551,5,12/09/2018,2,98.9,81.84
165811,8,20/07/2019,5,21.9,15.72
170295,7,13/10/2018,17,24.5,16.05
199219,9,4/11/2018,6,93.45,79.68
171979,8,23/02/2019,9,43.5,28.75
199219,4,9/06/2019,1,89,78.74
172551,8,30/07/2019,3,92,82.53
167108,5,14/08/2018,3,24.9,18.52
172551,7,11/02/2019,-4,90.5,82.29
170295,6,30/01/2019,9,24.5,15.8
170295,7,26/07/2019,2,26,17.65
194516,7,7/12/2018,4,46.9,27.94
200838,6,19/05/2019,4,95,158.39
170295,6,28/05/2019,7,24.5,15.8
170936,5,2/02/2019,-7,39,30.13
172551,8,7/01/2019,1,93.9,81.71
176139,5,25/10/2018,1,214,149.45
174022,8,19/04/2019,5,239,192.31
199219,8,14/07/2019,9,89,78.67
200838,8,20/09/2018,1,114,84.93
172551,4,3/03/2019,2,98.9,83.1
200838,7,18/07/2018,18,94.9,84.43
199219,8,15/01/2019,29,89,77.96
174022,4,15/10/2018,1,259,189.83
167108,4,21/03/2019,5,27.9,18.56
194516,8,11/10/2018,2,45.6,27.19
174022,7,24/05/2019,5,239,203.57
165811,6,23/02/2019,24,21.9,15.75
199219,4,10/09/2018,1,90.9,77.45
172551,5,17/07/2019,7,92,81.06
199219,4,23/08/2018,13,87.9,77.08
174022,7,1/04/2019,4,266,198.14
170069,8,28/08/2018,4,58.9,44.75
170936,7,22/11/2018,5,39,30.06
199219,6,30/08/2018,13,87.9,77.68
176139,7,25/08/2018,3,194.24,152.66
199219,4,7/02/2019,-9,89,78.02
199219,9,25/11/2018,21,88.1,79.35
172671,7,6/12/2018,2,19.9,10.54
199219,5,20/09/2018,33,82.5,77.09
172551,8,27/08/2018,16,90.5,81.47
172551,8,4/08/2018,3,90.5,81.34
199219,8,26/03/2019,7,133.5,77.15
169281,7,4/10/2018,1,21.9,15.49
170936,6,4/06/2019,5,39,30.16
200838,8,17/04/2019,7,95,81.89
174022,8,25/01/2019,8,249,189.3
174022,8,27/04/2019,2,239,192.31
172551,6,21/07/2018,2,98.9,79.37
199219,5,4/08/2018,19,87.9,77.99
170295,6,24/08/2018,8,29.9,18.88
170069,4,17/08/2018,3,90.9,44.79
169281,6,25/07/2018,1,34.7,18.49
167108,4,27/10/2018,1,38.9,18.6
200838,5,16/07/2018,20,94.9,84.81
170936,8,19/02/2019,14,39,30.13
199219,7,25/02/2019,5,89,77.32
172551,5,30/07/2018,2,90.5,81.09
174022,5,29/05/2019,7,239,204.18
199219,6,21/06/2019,10,89,78.56
194516,5,17/02/2019,-1,46.9,27.98
200838,4,26/11/2018,1,95,85.69
199219,4,25/08/2018,41,87.9,77.08
167108,7,9/10/2018,1,24.9,18.6
165954,5,2/07/2018,11,11.3,7.01
172551,8,18/02/2019,-7,90.5,82.13
172551,8,11/07/2018,1,93.9,79.64
170936,4,15/10/2018,2,39,30.06
171979,7,17/07/2019,5,50.4,28.95
165811,5,26/07/2018,9,20.9,15.6
174022,7,23/10/2018,4,229,194.32
169281,5,21/01/2019,1,21.9,16.09
171979,5,18/12/2018,9,43.5,28.1
170069,7,4/09/2018,8,58.9,45.42
199219,5,3/09/2018,20,87.9,76.74
167108,4,21/07/2019,9,26.9,18.58
170936,8,8/07/2019,5,39,32.34
172551,8,23/04/2019,2,93.5,79.21
174022,4,21/04/2019,2,239,204.26
165811,6,7/05/2019,12,21.9,15.84
170936,5,11/06/2019,11,39,30.51
165811,6,23/06/2019,26,21.9,15.83
194516,5,26/02/2019,1,46.9,28.28
200838,6,19/07/2019,3,95,85.91
165811,6,2/02/2019,-16,21.9,15.75
176139,7,28/08/2018,2,194.24,152.66
200838,8,7/10/2018,23,95,85.54
170295,8,22/08/2018,9,29.9,18.7
200838,8,11/06/2019,4,95,84.57
165811,6,17/01/2019,22,21.9,15.76
170936,5,6/12/2018,13,39,30.08
199219,7,26/04/2019,2,89,77.52
165811,5,5/09/2018,4,20.9,15.72
170936,7,29/01/2019,8,39,28.05
170069,6,25/09/2018,2,83.9,45.11
199219,7,5/07/2018,9,87.9,76.97
171979,5,12/01/2019,1,43.5,28.13
165811,4,22/02/2019,18,21.9,15.75
199219,8,27/12/2018,19,89,78.41
174022,4,7/06/2019,11,239,200.5
170936,4,9/11/2018,12,39,30.06
200838,5,23/07/2019,5,95,86.02
165811,4,2/03/2019,2,21.9,15.75
199219,8,18/05/2019,5,89,145.86
174022,5,28/06/2019,4,239,201.02
169281,6,3/05/2019,1,21.9,15.55
169281,5,20/12/2018,1,21.9,15.42
165811,6,16/08/2018,27,20.9,15.71
176139,5,18/10/2018,1,214,149.91
200838,5,2/06/2019,6,95,85.95
167108,4,12/01/2019,6,27.9,18.57
199219,8,24/05/2019,6,89,78.13
165811,8,17/01/2019,1,21.9,15.76
172551,4,30/07/2019,6,86.7,84.29
172671,5,3/09/2018,2,20.9,10.06
171979,4,4/03/2019,2,43.5,28.21
200838,7,28/01/2019,5,95,81.29
169281,4,15/05/2019,1,21.9,29.1
165811,7,1/09/2018,5,20.9,15.72
170936,8,29/12/2018,11,39,30.08
174022,4,27/01/2019,2,259,192.68
199219,7,21/07/2019,7,89,78.77
172551,4,12/03/2019,1,90.5,83.1
171979,4,30/04/2019,1,50.4,28.93
200838,4,5/10/2018,7,95,85.53
172551,5,31/01/2019,2,98.9,82.19
194516,8,3/04/2019,4,43.8,27.7
174022,7,26/01/2019,7,249,191.7
199219,8,13/04/2019,1,89,77.33
165811,4,9/02/2019,-6,21.9,15.75
200838,7,17/07/2019,4,95,81.99
174022,6,4/06/2019,4,239,200.14
171979,4,22/08/2018,5,42.6,27.23
169281,8,14/05/2019,2,21.9,29.1
165811,7,31/10/2018,2,21.9,15.37
174022,5,13/07/2019,2,239,201.02
170936,8,10/03/2019,4,58.5,30.13
167108,4,4/07/2019,8,26.9,18.58
172671,5,2/01/2019,1,19.9,10.64
200838,6,3/01/2019,44,95,82.88
171979,5,15/04/2019,1,50.4,28.95
174022,7,14/08/2018,5,256,190.14
167108,4,18/10/2018,2,38.9,18.6
200838,6,25/04/2019,18,95,84.68
172671,7,29/09/2018,1,20.9,10.06
199219,8,14/08/2018,6,83.5,77.88
176139,4,1/09/2018,2,214,152.51
174022,4,29/09/2018,6,229,193.62
174022,4,5/08/2018,6,239,190
170936,4,1/07/2019,15,39,32.19
174022,7,12/09/2018,5,256,201.56
176139,7,12/07/2018,3,194.24,148.73
171979,8,17/08/2018,1,50.5,27.91
174022,5,13/07/2018,8,259,193.72
170295,5,23/09/2018,2,29.9,18.91
167108,6,23/08/2018,6,30.3,18.93
167108,4,28/12/2018,3,27.9,18.61
170936,5,10/02/2019,-7,39,30.13
167108,4,25/11/2018,2,38.9,20
200838,6,14/07/2018,14,94.9,85.26
170936,8,13/06/2019,13,39,30.69
200838,5,5/08/2018,3,104,85.01
174022,7,19/07/2019,10,239,199.97
170936,6,31/03/2019,9,39,30.13
165811,5,27/02/2019,1,21.9,15.75
170936,8,17/07/2018,16,39,30.06
172551,4,26/09/2018,21,86.7,81.27
176139,9,24/11/2018,2,208.95,151.01
194516,5,2/02/2019,-7,37.8,27.2
171979,8,13/04/2019,4,50.4,28.95
170295,4,23/10/2018,4,24.5,16.06
165811,4,30/05/2019,11,21.9,15.84
176139,6,3/09/2018,3,214,152.67
170936,8,12/12/2018,6,39,30.08
165811,6,22/07/2018,14,20.9,15.6
167108,6,26/06/2019,9,26.9,18.58
200838,7,13/11/2018,8,95,85.51
170936,4,6/05/2019,2,39,30.15
172551,6,8/02/2019,-9,90.5,83.04
170295,7,7/08/2018,2,29.9,17.75
167108,6,10/03/2019,16,27.9,18.56
170295,5,16/05/2019,18,24.5,29.55
174022,8,30/06/2019,3,239,199.86
172671,6,26/09/2018,4,20.9,10.06
174022,6,19/05/2019,3,239,381.52
194516,7,27/07/2019,12,43.8,27.44
174022,8,19/05/2019,5,239,374.94
170936,6,8/04/2019,7,39,30.13
165954,8,11/02/2019,-1,8.7,5.87
167108,4,30/08/2018,2,30.3,18.52
176139,6,13/06/2019,3,199,141.85
176139,5,26/03/2019,4,197,142
194516,8,24/11/2018,1,38.7,27.19
170069,7,12/11/2018,1,83.9,43.51
194516,7,18/10/2018,8,34.5,27.22
167108,5,10/04/2019,6,26.9,18.62
167108,7,25/04/2019,2,26.9,18.62
165954,8,4/04/2019,1,8.7,5.87
199219,5,26/07/2019,44,89,78.77
171979,8,14/12/2018,6,43.5,28.46
174022,4,30/07/2018,7,239,190
167108,4,18/06/2019,4,26.9,18.58
170295,5,3/03/2019,19,24.5,15.78
199219,5,29/07/2018,33,87.9,77.99
170936,6,17/05/2019,7,39,56.38
170936,5,18/02/2019,-1,39,30.13
170295,4,26/01/2019,46,24.5,15.8
170295,8,12/04/2019,2,24.5,15.79
172551,5,12/08/2018,11,98.9,81.86
176139,8,27/04/2019,4,197,142
174022,7,16/05/2019,6,239,380.77
170936,7,29/10/2018,23,39,30.06
172551,5,28/07/2018,17,90.5,81.09
170295,7,7/12/2018,5,24.5,15.52
200838,8,30/10/2018,3,95,85.53
200838,4,2/10/2018,8,104,85.47
167108,4,14/07/2018,14,24.9,18.57
194516,6,1/06/2019,3,43.8,27.44
170936,7,6/10/2018,11,39,30.06
170936,6,22/07/2019,4,39,32.44
194516,7,12/03/2019,1,65.1,28.58
200838,7,23/12/2018,10,87.9,81.86
194516,6,25/04/2019,3,43.8,27.45
165811,5,29/03/2019,6,21.9,15.83
170936,7,1/04/2019,7,39,30.13
174022,5,14/10/2018,6,259,189.62
172551,4,23/06/2019,6,92,86.2
170069,8,1/10/2018,2,83.9,43.77
170295,5,23/03/2019,2,24.5,15.78
174022,4,25/08/2018,6,239,190
172551,7,5/09/2018,6,93.9,78.6
200838,4,17/08/2018,18,94.9,84.54
194516,6,13/04/2019,8,43.8,27.5
172551,7,24/02/2019,4,96.9,82.29
167108,5,24/02/2019,3,27.9,18.56
170936,8,2/02/2019,-14,39,30.13
170295,6,1/06/2019,6,26,16.79
172551,8,1/11/2018,1,93.9,82.42
172551,6,2/05/2019,8,90.5,80.49
194516,4,20/12/2018,14,38.7,27.22
200838,7,21/12/2018,51,87.9,81.86
172551,6,1/06/2019,4,92,82.67
199219,6,30/11/2018,16,89,78.5
174022,6,15/01/2019,17,239,190.09
174022,7,21/03/2019,1,372.4,194.21
174022,7,27/03/2019,3,372.4,194.21
194516,5,30/07/2019,6,43.8,27.44
199219,5,6/07/2018,7,87.9,77.68
167108,8,31/12/2018,4,27.9,18.6
174022,7,9/02/2019,-6,239,192.69
167108,4,4/10/2018,6,24.9,18.6
172551,5,10/11/2018,2,98.9,86.01
200838,4,24/01/2019,2,87.9,81.39
176139,4,20/07/2018,4,214,150.49
172671,6,20/07/2019,1,19.9,11.06
170295,6,14/06/2019,8,26,17.59
194516,6,29/05/2019,6,43.8,27.44
200838,5,13/08/2018,18,94.9,85.01
165811,7,17/08/2018,2,20.9,15.71
174022,6,15/04/2019,19,239,204.16
167108,7,15/08/2018,5,24.9,18.52
199219,7,15/12/2018,5,89,77.24
171979,6,16/06/2019,1,50.4,28.95
170936,6,16/07/2019,1,39,32.4
171979,6,12/07/2018,1,49.6,27.24
165811,7,22/03/2019,4,30.66,15.75
174022,4,21/08/2018,13,259,190
171979,7,25/07/2018,2,47.3,28.52
199219,5,17/07/2018,4,90.9,77.8
174022,5,24/10/2018,10,229,189.62
199219,7,3/12/2018,6,89,77.24
174022,4,2/04/2019,4,266,203.9
200838,6,4/10/2018,20,95,85.53
174022,7,27/07/2018,2,239,190.32
172671,4,7/08/2018,2,20.9,10.14
199219,4,20/07/2019,1,89,78.76
165811,4,26/08/2018,3,20.9,15.71
172671,5,7/01/2019,2,19.9,10.64
200838,7,25/10/2018,6,95,85.43
172551,6,11/05/2019,24,90.5,82
194516,8,19/01/2019,1,46.9,28.26
176139,5,19/08/2018,1,214,152.59
200838,8,13/03/2019,4,142.5,80.76
172551,5,14/12/2018,16,90.5,83.15
167108,9,7/11/2018,1,26.15,19.05
170936,8,17/12/2018,18,39,30.08
169281,6,6/11/2018,1,21.9,15.44
199219,4,2/07/2019,7,89,78.76
171979,5,11/01/2019,6,43.5,28.13
194516,6,20/06/2019,5,43.8,27.44
170295,7,5/10/2018,1,24.5,16.72
170936,6,29/10/2018,10,39,30.06
170069,7,26/02/2019,1,59.9,44.93
167108,6,17/07/2019,11,26.9,18.58
169281,4,27/02/2019,3,21.9,15.31
171979,8,7/05/2019,2,50.4,28.95
170936,5,15/07/2019,9,39,32.43
171979,4,9/07/2019,5,50.4,28.95
174022,7,9/01/2019,4,239,191.7
165811,4,31/05/2019,7,21.9,15.84
170295,5,10/05/2019,25,24.5,15.8
170936,4,14/03/2019,9,39,30.13
200838,7,11/07/2019,2,95,81.99
200838,5,14/07/2018,16,94.9,84.81
169281,5,11/08/2018,2,34.7,17.34
172671,4,11/08/2018,6,19.9,10.07
171979,5,15/09/2018,2,49.6,27.37
200838,6,9/10/2018,1,95,85.53
165811,4,4/08/2018,11,20.9,15.71
199219,4,4/07/2018,8,87.9,77.73
200838,5,4/09/2018,8,104,84.91
199219,7,4/01/2019,4,89,77.32
169281,6,30/08/2018,2,30.3,18.98
172551,5,29/01/2019,1,98.9,82.19
167108,5,6/04/2019,1,26.9,18.62
174022,7,28/06/2019,5,239,200.02
200838,6,27/03/2019,4,95,81.92
200838,7,4/09/2018,1,109,84.54
174022,4,22/06/2019,4,239,200.29
171979,5,5/10/2018,1,49.6,28.08
170936,5,8/03/2019,5,39,30.13
170936,8,10/06/2019,5,39,30.38
165811,7,20/06/2019,4,21.9,15.83
167108,7,1/07/2019,3,26.9,18.58
170295,4,31/07/2019,34,26,17.65
194516,8,6/06/2019,1,43.8,27.44
170936,8,19/09/2018,22,39,30.06
167108,6,12/02/2019,-1,27.9,18.57
199219,8,15/02/2019,-8,89,78.03
165811,5,1/11/2018,15,21.9,15.37
167108,7,13/07/2018,4,24.9,18.52
172671,5,9/09/2018,3,20.9,10.06
172551,4,24/11/2018,6,90.5,84.37
176139,7,7/01/2019,1,199,141.61
172551,6,16/07/2018,6,98.9,80.47
199219,8,7/09/2018,6,97.5,76.8
165811,8,26/06/2019,14,21.9,15.83
167108,7,28/12/2018,1,27.9,18.8
167108,6,10/10/2018,6,24.9,20.59
194516,4,9/01/2019,1,46.9,27.21
165954,7,9/03/2019,6,12.18,5.87
170936,7,29/05/2019,2,41.4,30.15
165811,6,12/03/2019,30,21.9,15.75
199219,8,10/04/2019,1,89,77.33
165954,7,19/12/2018,2,8.7,5.86
170936,6,31/01/2019,32,39,28.05
199219,6,30/04/2019,16,89,77.55
170936,7,2/04/2019,8,39,30.13
194516,4,23/04/2019,4,43.8,27.44
172551,5,27/08/2018,23,90.5,82.14
194516,7,22/05/2019,6,43.8,27.44
170295,7,23/08/2018,1,29.9,18.76
176139,8,17/09/2018,10,214,152.65
165811,9,19/11/2018,4,23,15.77
199219,4,6/04/2019,9,89,78.2
200838,7,7/03/2019,2,133,80.34
170936,6,30/04/2019,4,39,30.13
199219,4,10/12/2018,1,89,78.57
172551,8,10/05/2019,58,90.5,81.45
167108,6,4/08/2018,7,30.3,18.93
165954,6,16/03/2019,1,8.7,5.87
170295,6,27/09/2018,16,29.9,18.91
200838,4,20/07/2018,10,94.9,84.2
172671,5,21/09/2018,2,20.9,10.06
170936,6,21/10/2018,1,39,30.06
167108,4,14/08/2018,10,24.9,18.52
199219,4,10/08/2018,12,83.5,76.95
174022,8,22/11/2018,4,249,191.9
171979,6,5/07/2019,1,50.4,28.95
165811,7,22/02/2019,16,21.9,15.75
200838,8,4/04/2019,12,95,81.89
194516,8,17/11/2018,10,38.7,27.41
199219,6,26/04/2019,3,89,76.69
200838,5,30/07/2018,1,104,85.01
174022,4,22/08/2018,6,239,190
165954,6,16/10/2018,2,8.7,5.98
174022,8,20/06/2019,2,239,199.86
170295,4,15/11/2018,21,24.5,16.05
199219,7,9/12/2018,3,89,77.24
170069,5,19/12/2018,273,59.9,44.27
199219,8,3/07/2018,22,87.9,77.77
171979,5,22/02/2019,12,43.5,28.44
176139,6,5/03/2019,2,199,142
167108,6,23/10/2018,1,38.9,20.59
171979,7,10/08/2018,1,47.3,28.69
167108,5,17/12/2018,5,27.9,18.6
170936,4,10/03/2019,3,39,30.13
176139,9,23/11/2018,1,208.95,151.01
174022,7,9/12/2018,14,229,194
170295,4,18/02/2019,-15,24.5,15.78
165811,7,10/05/2019,5,21.9,15.84
200838,5,20/07/2018,23,94.9,85
174022,4,25/09/2018,4,229,193.62
167108,5,3/07/2018,4,30.3,18.52
199219,6,16/05/2019,2,89,145.21
171979,4,19/02/2019,2,46.3,28.4
194516,5,13/09/2018,1,45.6,28.63
174022,6,5/06/2019,6,239,200.14
167108,7,10/09/2018,5,24.9,18.55
172551,5,21/07/2018,9,98.9,78.93
167108,7,6/06/2019,1,26.9,18.58
171979,5,19/03/2019,1,48.6,28.42
174022,6,3/07/2018,5,229,190.01
174022,4,13/02/2019,-9,239,195.2
199219,7,15/08/2018,13,83.5,77.35
165811,5,1/10/2018,2,20.9,15.47
200838,6,9/07/2018,2,104,84.7
167108,7,9/12/2018,6,27.9,19.64
170069,5,27/07/2018,1,90.9,44.75
194516,4,10/03/2019,1,46.5,28.57
194516,5,5/01/2019,2,46.9,27.23
194516,7,29/07/2019,1,43.8,27.44
174022,7,2/11/2018,6,256,194.32
200838,4,28/04/2019,15,95,81.58
176139,6,26/05/2019,1,199,141.85
167108,8,24/04/2019,3,26.9,18.62
171979,7,14/03/2019,25,68.04,28.19
199219,8,30/07/2018,7,87.9,77.88
176139,4,3/01/2019,1,199,141.32
172551,5,30/03/2019,7,86.7,80.14
200838,5,9/09/2018,12,94.9,84.92
172671,6,7/03/2019,1,19.9,10.74
171979,7,6/07/2018,1,47.3,27.02
169281,4,28/12/2018,4,21.9,15.42
172551,6,28/05/2019,2,95.9,82.16
200838,6,13/01/2019,10,95,82.88
165811,8,24/09/2018,2,20.9,15.59
170295,4,22/10/2018,3,24.5,16.06
170295,6,23/11/2018,1,24.5,15.93
174022,5,2/02/2019,-2,259,188.02
200838,6,4/02/2019,-5,95,82.88
194516,4,17/06/2019,3,43.8,27.44
200838,7,9/05/2019,5,95,81.49
194516,6,16/11/2018,16,38.7,27.49
176139,7,9/05/2019,2,197,141.85
170936,6,20/07/2018,8,39,30.05
165811,5,3/07/2019,8,21.9,15.72
172671,5,19/08/2018,1,19.9,10.07
167108,5,4/05/2019,9,26.9,18.62
199219,5,11/01/2019,10,89,78.09
172551,4,13/07/2019,8,86.7,84.3
170295,5,26/10/2018,6,24.5,16.14
167108,7,15/10/2018,6,24.9,18.6
176139,7,8/04/2019,2,197,142
194516,5,14/07/2019,4,43.8,27.44
165811,5,27/07/2018,22,20.9,15.6
165811,6,29/04/2019,11,21.9,15.84
165811,8,6/03/2019,11,32.85,15.75
200838,8,30/12/2018,11,95,82.28
194516,4,12/10/2018,2,45.6,27.45
176139,8,20/03/2019,2,295.5,142
170295,6,15/08/2018,3,29.9,18.73
165954,4,11/01/2019,11,8.7,5.87
199219,5,25/02/2019,4,89,78.09
176139,8,30/04/2019,8,197,142
199219,8,30/01/2019,1,89,78.03
165811,5,8/10/2018,9,21.9,15.4
200838,4,19/07/2019,8,95,85.71
165811,5,28/07/2018,13,20.9,15.6
199219,7,11/10/2018,3,89,78.07
170295,8,12/06/2019,14,26,17.28
174022,7,1/06/2019,4,239,200.21
170295,8,10/11/2018,3,24.5,16.07
176139,5,13/06/2019,2,197,141.85
172551,7,22/05/2019,5,93.5,83.44
172551,4,17/07/2019,5,86.7,84.29
199219,5,22/02/2019,8,89,78.09
170936,7,31/01/2019,4,39,28.05
200838,4,8/02/2019,-5,95,81.39
194516,6,14/03/2019,2,46.5,28.5
165811,8,5/07/2019,11,21.9,15.72
176139,7,5/09/2018,4,194.24,152.66
172671,7,23/06/2019,1,19.9,11.07
170936,5,8/12/2018,11,39,30.08
176139,8,9/08/2018,1,214,151.59
170295,8,16/03/2019,1,36.75,15.78
170936,8,21/03/2019,9,58.5,30.13
200838,7,1/09/2018,6,109,84.54
174022,4,8/08/2018,7,259,190
170295,4,22/06/2019,35,26,17.62
170936,6,13/01/2019,7,39,28.05
165811,4,3/05/2019,10,21.9,15.84
176139,7,15/02/2019,-1,199,142
170069,5,19/07/2018,1,62.9,44.93
167108,4,16/06/2019,4,26.9,18.58
170936,4,20/07/2019,8,39,32.43
167108,4,19/04/2019,13,26.9,18.62
172551,4,29/03/2019,14,86.7,78.21
170936,9,2/11/2018,8,40.95,30.66
169281,4,16/04/2019,1,21.9,15.56
170295,7,25/07/2018,2,29.9,15.35
174022,8,21/09/2018,13,229,198.89
199219,5,20/01/2019,4,89,78.09
176139,8,15/08/2018,6,214,152.43
165811,7,28/01/2019,2,21.9,15.76
172551,7,25/05/2019,5,93.5,83.44
172671,5,13/02/2019,-2,19.9,10.89
200838,4,12/05/2019,9,95,81.6
200838,7,15/10/2018,4,95,85.16
200838,5,23/02/2019,7,95,81.19
170295,5,15/05/2019,21,24.5,29.55
200838,5,12/10/2018,21,95,85.53
165811,6,27/07/2018,47,20.9,15.6
165954,4,26/01/2019,1,8.7,5.87
172551,8,4/09/2018,7,90.5,81.76
165954,4,7/02/2019,-38,8.7,5.87
167108,5,20/05/2019,3,26.9,34.82
174022,8,13/11/2018,4,249,191.9
176139,6,20/05/2019,1,199,265.26
199219,4,27/12/2018,8,89,78.57
165811,7,31/05/2019,4,21.9,15.84
200838,5,2/03/2019,4,95,80.25
199219,4,2/02/2019,-6,89,78.02
170295,8,15/03/2019,4,36.75,15.78
170936,6,4/03/2019,6,39,30.13
170295,4,7/06/2019,30,26,16.26
170295,6,23/04/2019,4,24.5,15.79
200838,7,26/02/2019,3,95,81.29
170936,4,21/11/2018,2,39,30.06
167108,4,15/10/2018,3,24.9,18.6
165811,4,13/02/2019,-21,21.9,15.75
170936,7,5/04/2019,4,39,30.13
167108,6,23/07/2018,5,24.9,18.93
200838,5,28/12/2018,2,95,81.9
171979,5,3/09/2018,8,42.6,26.85
167108,5,27/02/2019,7,27.9,18.56
170295,8,5/04/2019,3,24.5,15.79
170295,4,11/08/2018,5,29.9,18.81
194516,6,12/04/2019,4,43.8,27.59
176139,4,21/12/2018,3,199,147.65
194516,8,24/10/2018,16,34.5,27.19
170936,7,17/01/2019,6,39,28.05
200838,8,4/08/2018,5,95.9,85.73
167108,5,18/03/2019,2,27.9,18.56
176139,9,14/11/2018,2,240.45,151.01
170295,6,9/10/2018,6,24.5,16.26
167108,9,13/11/2018,1,26.15,18.99
172671,4,24/11/2018,2,19.9,10.51
170936,7,14/03/2019,5,54.6,30.13
170936,6,28/06/2019,8,39,32.16
165811,6,14/07/2019,3,21.9,15.72
174022,5,4/10/2018,46,259,189.62
194516,7,6/02/2019,-2,46.9,27.25
170936,6,8/10/2018,8,39,30.06
165811,6,13/08/2018,18,20.9,15.71
170069,6,29/09/2018,1,83.9,44.69
171979,8,11/08/2018,2,50.5,28.77
174022,5,14/01/2019,16,239,187.06
165811,6,6/10/2018,28,21.9,15.37
174022,8,22/02/2019,2,266,190.28
169281,4,10/02/2019,-2,21.9,15.31
199219,5,9/06/2019,7,89,78.76
172671,6,23/05/2019,1,19.9,10.98
200838,9,4/11/2018,13,99.75,87.24
167108,5,13/11/2018,2,24.9,18.64
170936,6,27/05/2019,11,39,30.15
172551,5,10/04/2019,5,86.7,80.76
174022,4,1/02/2019,-3,259,193.78
199219,5,6/06/2019,5,89,78.76
170295,4,9/03/2019,16,24.5,15.78
165811,7,4/07/2018,12,20.9,15.6
167108,5,25/05/2019,4,26.9,18.62
172551,5,6/05/2019,18,90.5,82.39
200838,8,17/04/2019,7,95,81.89
199219,7,6/02/2019,-9,89,77.32
172671,5,10/12/2018,2,19.9,10.56
170069,5,30/08/2018,1,58.9,44.75
174022,6,31/07/2019,11,239,199.97
200838,4,29/01/2019,2,87.9,81.39
170295,8,10/04/2019,4,24.5,15.79
167108,5,4/10/2018,1,24.9,19.91
176139,8,8/01/2019,3,199,141.27
200838,8,16/09/2018,4,94.9,84.93
170069,5,22/07/2019,4,59.9,42.34
174022,5,17/12/2018,7,259,189.3
176139,7,5/02/2019,-17,183,142
172551,5,14/11/2018,14,90.5,86.01
172551,6,17/05/2019,6,95.9,153.47
174022,7,12/04/2019,6,239,201.95
170069,5,6/12/2018,1,59.9,44.27
176139,7,19/12/2018,11,199,147.7
165811,4,3/09/2018,16,20.9,15.72
200838,8,14/04/2019,8,95,81.89
170936,5,11/02/2019,-5,39,30.13
170069,5,21/12/2018,1,59.9,44.27
200838,6,23/07/2019,12,95,85.94
199219,5,28/05/2019,4,89,78.29
171979,5,23/07/2019,4,50.4,28.95
172551,6,26/05/2019,6,95.9,82.07
167108,7,3/01/2019,3,27.9,18.64
172671,7,24/10/2018,1,19.9,10.02
172671,4,7/01/2019,1,19.9,10.64
165811,4,3/06/2019,28,21.9,15.83
199219,8,17/10/2018,14,89,77.98
165954,7,17/04/2019,9,8.7,5.87
170936,8,4/06/2019,8,39,30.16
170069,6,24/08/2018,5,58.9,44.84
170295,6,15/04/2019,16,24.5,15.79
170936,4,23/04/2019,10,39,30.13
